site_id,measured_at,outdoor_temp,supply_temp,humidity,hour,is_weekend,demand_level
SITE-001,2026-01-10 11:00:00,7.83,63.57,49.01,11,True,LOW
SITE-002,2026-01-10 11:00:00,7.65,59.92,50.33,11,True,LOW
SITE-003,2026-01-10 11:00:00,7.82,59.89,47.54,11,True,LOW
SITE-001,2026-01-10 12:00:00,7.89,61.4,55.28,12,True,LOW
SITE-002,2026-01-10 12:00:00,5.85,60.15,54.84,12,True,LOW
SITE-003,2026-01-10 12:00:00,8.29,59.72,57.83,12,True,LOW
SITE-001,2026-01-10 13:00:00,8.48,61.72,49.6,13,True,LOW
SITE-002,2026-01-10 13:00:00,8.56,60.37,42.38,13,True,LOW
SITE-003,2026-01-10 13:00:00,5.96,61.63,46.96,13,True,LOW
SITE-001,2026-01-10 14:00:00,5.84,63.41,53.1,14,True,LOW
SITE-002,2026-01-10 14:00:00,8.61,63.08,49.11,14,True,LOW
SITE-003,2026-01-10 14:00:00,7.87,59.57,47.49,14,True,LOW
SITE-001,2026-01-10 15:00:00,6.35,64.14,52.57,15,True,LOW
SITE-002,2026-01-10 15:00:00,6.06,61.09,51.88,15,True,LOW
SITE-003,2026-01-10 15:00:00,6.71,60.97,51.6,15,True,LOW
SITE-001,2026-01-10 16:00:00,5.32,64.3,48.6,16,True,LOW
SITE-002,2026-01-10 16:00:00,4.66,64.57,57.1,16,True,LOW
SITE-003,2026-01-10 16:00:00,4.13,64.24,55.21,16,True,LOW
SITE-001,2026-01-10 17:00:00,2.18,68.24,62.26,17,True,MEDIUM
SITE-002,2026-01-10 17:00:00,3.08,65.87,61.0,17,True,MEDIUM
SITE-003,2026-01-10 17:00:00,2.54,64.67,52.05,17,True,LOW
SITE-001,2026-01-10 18:00:00,2.56,67.85,55.85,18,True,MEDIUM
SITE-002,2026-01-10 18:00:00,1.12,66.48,64.99,18,True,MEDIUM
SITE-003,2026-01-10 18:00:00,2.31,63.66,59.24,18,True,MEDIUM
SITE-001,2026-01-10 19:00:00,0.59,66.04,59.02,19,True,MEDIUM
SITE-002,2026-01-10 19:00:00,0.72,69.42,62.33,19,True,MEDIUM
SITE-003,2026-01-10 19:00:00,2.12,63.72,65.06,19,True,MEDIUM
SITE-001,2026-01-10 20:00:00,-1.68,70.56,61.52,20,True,HIGH
SITE-002,2026-01-10 20:00:00,-0.28,69.58,63.64,20,True,MEDIUM
SITE-003,2026-01-10 20:00:00,1.09,66.77,67.54,20,True,MEDIUM
SITE-001,2026-01-10 21:00:00,-0.55,70.66,65.06,21,True,HIGH
SITE-002,2026-01-10 21:00:00,-1.31,71.41,61.49,21,True,MEDIUM
SITE-003,2026-01-10 21:00:00,-1.45,68.87,67.77,21,True,MEDIUM
SITE-001,2026-01-10 22:00:00,-2.46,70.59,66.22,22,True,HIGH
SITE-002,2026-01-10 22:00:00,-3.04,70.23,71.82,22,True,HIGH
SITE-003,2026-01-10 22:00:00,-2.81,70.61,69.64,22,True,HIGH
SITE-001,2026-01-10 23:00:00,-4.9,74.47,69.93,23,True,HIGH
SITE-002,2026-01-10 23:00:00,-1.14,67.83,64.36,23,True,MEDIUM
SITE-003,2026-01-10 23:00:00,-5.87,70.89,73.23,23,True,MEDIUM
